# Pathway	SAMN08335126	SAMN08335128	SAMN08335135	SAMN08335136	SAMN08335138	SAMN08335140	SAMN08335141	SAMN08335033	SAMN08335037	SAMN08335038	SAMN08335039	SAMN08335042	SAMN08335047	SAMN08335049	SAMN08335050	SAMN08335053	SAMN08335057	SAMN08335058	SAMN08335060	SAMN08335062	SAMN08335063	SAMN08335065	SAMN08335066	SAMN08335067	SAMN08335068	SAMN08335069	SAMN08335071	SAMN08335072	SAMN08335074	SAMN08335078	SAMN08335079	SAMN08335919	SAMN08335922	SAMN08335923	SAMN08335924	SAMN08335925	SAMN08335930	SAMN08335931	SAMN08335932	SAMN08335934	SAMN08335935	SAMN08335936	SAMN08335937	SAMN08335941	SAMN08335942	SAMN08335943	SAMN08335127	SAMN08335129	SAMN08335130	SAMN08335131	SAMN08335132	SAMN08335133	SAMN08335134	SAMN08335137	SAMN08335139	SAMN08335142	SAMN08335143	SAMN08335144	SAMN08335034	SAMN08335035	SAMN08335036	SAMN08335040	SAMN08335041	SAMN08335043	SAMN08335044	SAMN08335045	SAMN08335046	SAMN08335048	SAMN08335051	SAMN08335052	SAMN08335054	SAMN08335055	SAMN08335056	SAMN08335059	SAMN08335061	SAMN08335064	SAMN08335070	SAMN08335073	SAMN08335075	SAMN08335076	SAMN08335077	SAMN08335080	SAMN08335081	SAMN08335082	SAMN08335083	SAMN08335920	SAMN08335921	SAMN08335926	SAMN08335928	SAMN08335929	SAMN08335933	SAMN08335938	SAMN08335939	SAMN08335940	SAMN08335944	SAMN08329222	SAMN08329225	SAMN08329227	SAMN08329229	SAMN08330723	SAMN08330730	SAMN08330739	SAMN08330746	SAMN08330748	SAMN08330749	SAMN08330751	SAMN08330752	SAMN08335119	SAMN08335022	SAMN08335024	SAMN08335025	SAMN08335028	SAMN08335031	SAMN08335032	SAMN08335084	SAMN08335085	SAMN08335086	SAMN08335089	SAMN08335091	SAMN08335096	SAMN08335097	SAMN08335099	SAMN08335102	SAMN08335108	SAMN08335113	SAMN08329223	SAMN08329224	SAMN08329226	SAMN08329228	SAMN08329230	SAMN08330722	SAMN08330724	SAMN08330725	SAMN08330726	SAMN08330727	SAMN08330728	SAMN08330729	SAMN08330731	SAMN08330732	SAMN08330733	SAMN08330734	SAMN08330735	SAMN08330736	SAMN08330737	SAMN08330738	SAMN08330740	SAMN08330741	SAMN08330742	SAMN08330743	SAMN08330744	SAMN08330745	SAMN08330747	SAMN08330750	SAMN08335115	SAMN08335116	SAMN08335117	SAMN08335118	SAMN08335120	SAMN08335121	SAMN08335122	SAMN08335123	SAMN08335124	SAMN08335125	SAMN08335145	SAMN08335146	SAMN08335147	SAMN08335148	SAMN08335149	SAMN08335023	SAMN08335026	SAMN08335027	SAMN08335029	SAMN08335030	SAMN08335087	SAMN08335088	SAMN08335090	SAMN08335092	SAMN08335093	SAMN08335094	SAMN08335095	SAMN08335098	SAMN08335100	SAMN08335101	SAMN08335103	SAMN08335104	SAMN08335105	SAMN08335106	SAMN08335107	SAMN08335109	SAMN08335110	SAMN08335111	SAMN08335112	SAMN08335114
PWY-7356: thiamine diphosphate salvage IV (yeast)	0.000249937	0.000271728	0.000137572	0.000570021	0.000307109	0.000981522	0.000218196	0.000390932	0.000531817	0.000332392	0.000280804	0.000352678	0.000626183	0.000200147	0.000481241	0.000457667	0.00118522	0.000832403	0.00042639	0.000272629	0.000220207	0.000323556	0.000679303	0.000619747	0.0008808	0.00123373	0.000732996	0.000833787	0.000381638	0.000674064	0.000418601	0.000569352	0.00244369	0.00129208	0.000869179	0.000897181	0.000755807	0.00149146	0.00101704	0.00174475	0.000911997	0.000379281	0.000454473	0.000952095	0.000830098	0.00146892	0.000253285	0.000177702	0.000736336	0.00108942	0.00015101	0.00143876	0.000689531	0.000216408	0.000522012	0.000325193	0.000172191	0.000618214	0.000151625	0.000454048	0.000676886	0.000352287	0.000672728	0.00015894	0.00034538	0.000494916	0.000780913	0.0	0.000521478	0.000848343	0.000778247	0.000440558	0.000498853	0.00100424	0.000267114	0.000600878	0.000620334	0.000607694	0.000648431	0.00078775	0.000690565	0.000459899	0.000940172	0.00084262	0.000797985	0.000799266	0.000553723	0.000169408	0.000295366	0.00128602	0.000310306	0.00104501	0.00130983	0.000559487	0.00291576	0.000533423	0.000139153	0.000665056	0.000685984	0.000193711	0.000180452	9.85865e-05	0.000655286	0.00197011	0.000243597	0.000468837	0.000822195	0.00134909	0.000821138	0.000713406	0.00123234	0.000741177	0.000690935	0.000886553	0.000246768	0.000411077	0.0010486	0.00199155	0.000531544	9.26419e-05	0.000535423	0.00069069	0.000552795	0.000731539	0.000902459	0.0011412	0.000966619	0.000414024	0.000491298	0.000418191	0.000340854	0.000194082	0.00117219	0.000737991	0.000107923	0.0	6.49958e-05	0.000313077	0.000370584	0.000570879	0.000163445	0.0001852	0.0	0.000671545	0.000439518	0.000539943	0.000765374	0.000455331	0.000223214	0.000559064	0.000977343	0.000936804	0.00105189	0.000917512	0.0011682	1.21078e-05	0.00100723	0.000580591	0.000611807	0.00022317	0.000314308	0.00041181	0.000216157	0.000466569	0.000549983	0.000300899	0.000187837	0.000132305	4.04562e-05	0.00110598	0.00062733	0.00100279	0.00136883	0.00141358	0.00107629	0.000120135	2.30323e-05	0.000213383	0.00120269	0.000707884	0.00110991	0.000291808	0.000615007	0.000545969	0.000214784	0.00103642	0.000639174	0.00119873	0.00110369	0.00192545	0.00119592	0.000458572	0.000624058
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0.00410954	0.00323712	0.00531794	0.00575728	0.00645719	0.0117206	0.0107991	0.0060624	0.00285291	0.0113396	0.00537416	0.00503186	0.00622997	0.00333173	0.00513601	0.00592369	0.00527488	0.00531331	0.00405634	0.00556113	0.00438132	0.00563828	0.00630827	0.00628895	0.00593079	0.00483572	0.00538365	0.0059365	0.0119407	0.00700157	0.00868581	0.00605891	0.00624605	0.00842909	0.00814544	0.00601698	0.00869731	0.00732054	0.00665384	0.0070558	0.00741479	0.00613676	0.00947609	0.00681652	0.00708846	0.00684602	0.00854684	0.00441845	0.00614341	0.00529421	0.00468223	0.00841537	0.0048398	0.0121916	0.00472076	0.00425833	0.00951591	0.00723938	0.00495342	0.0089712	0.00486656	0.00778787	0.00556625	0.00617853	0.00791141	0.00867226	0.00603446	0.00350652	0.00625368	0.00572833	0.00681518	0.00535661	0.00604386	0.00577439	0.00269208	0.00557641	0.00621674	0.0057992	0.00340867	0.00507273	0.00570701	0.00899444	0.00651418	0.0122466	0.00727662	0.0065743	0.00801487	0.00571589	0.00377738	0.00820488	0.00400341	0.00631808	0.00488266	0.00324667	0.00611045	0.00367396	0.00461279	0.00452966	0.00556059	0.00244554	0.00558098	0.00406908	0.0046637	0.00598704	0.00391035	0.00541217	0.00495033	0.00472329	0.00593586	0.00447573	0.00624333	0.00597707	0.00489122	0.00502031	0.00331064	0.00409062	0.00553689	0.00428586	0.00571918	0.00400399	0.00359804	0.00648363	0.00452654	0.00502883	0.00430402	0.00703427	0.00455111	0.00617416	0.00683122	0.00416415	0.0040126	0.00406299	0.00760418	0.00614727	0.0136437	0.000906826	0.00405614	0.00330359	0.00591876	0.00828479	0.00297048	0.00595615	0.00218565	0.00525855	0.00385253	0.0138015	0.00585588	0.0045379	0.0038831	0.0039962	0.00711058	0.00670123	0.00507377	0.00246046	0.00630469	0.00401829	0.00377195	0.00565596	0.00410802	0.00546766	0.0102718	0.00462992	0.00366372	0.00353291	0.00447866	0.00480695	0.00366511	0.0036816	0.00358638	0.00367986	0.0037066	0.00491273	0.00585577	0.004438	0.00486774	0.00242853	0.00256532	0.00391164	0.00293157	0.00495831	0.00611656	0.00541188	0.00850864	0.00403671	0.00277241	0.00608233	0.00719496	0.0066032	0.00339583	0.00746436	0.00392302	0.00460572	0.0042756
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	7.60125e-05	0.0	0.000335106	4.41234e-05	0.0	0.0	0.000211435	0.000126779	0.0	0.000349089	0.000516877	0.0	0.000537562	0.0	0.0	0.0	7.12766e-05	0.00016141	1.55355e-05	0.000103988	0.0	0.0	0.000768733	0.0	0.0	0.000141095	4.09107e-05	0.0	0.0	0.000922671	0.000324526	0.0	0.000362875	0.0	0.000323821	3.88652e-05	0.0	8.14918e-05	5.87582e-05	1.73222e-05	0.000516453	0.0	0.0	7.66727e-05	0.0	0.00039736	0.000108016	4.12738e-05	1.2845e-05	0.0	0.0	0.000462624	0.000251893	0.000567454	0.0	0.0	8.02264e-05	0.00121544	0.00148857	3.41964e-05	0.000330042	0.0	7.61025e-05	0.0	1.53556e-05	0.0	5.48751e-05	0.0	0.000607536	0.0	0.000882793	1.3075e-05	0.000161704	0.0	5.53098e-05	0.0	1.84749e-05	0.000135975	0.0	0.0	2.60985e-05	0.0	0.0	0.0	0.0	0.0	0.000131678	0.0	0.0	5.06666e-05	0.000532142	0.0	1.6911e-05	0.0	2.44336e-05	5.07194e-05	0.0	3.62849e-05	5.0605e-05	0.0	0.000144887	0.0	0.0	0.000165607	1.85216e-05	1.31745e-05	3.62695e-05	0.0	0.00031321	4.00873e-05	6.91581e-05	0.000265788	2.96482e-05	4.3042e-05	6.15405e-05	0.0	0.000103877	0.0	0.000148576	0.0	2.81594e-05	1.83965e-05	0.000120431	0.000103429	0.0	4.53285e-05	1.42657e-05	3.15979e-05	3.64137e-05	0.0	0.0	0.0	0.000142768	0.000180691	8.98717e-05	0.0	0.0	0.000227921	3.27225e-05	0.0	0.0	7.20812e-05	8.7804e-05	0.000105433	5.1699e-05	2.85848e-05	0.000133088	0.000258279	6.82753e-05	0.000927461	3.49047e-05	4.14145e-05	0.0	0.0	6.28892e-05	0.0	0.0	0.000162137	0.000148516	0.0	0.000571294	0.0	0.000275067	1.91497e-05	0.000141132	9.10922e-05	7.96177e-06	0.0	0.000214263	0.0	3.87096e-05	0.0	6.44952e-05	3.31904e-05	0.00102996	0.0	0.0	0.000587457	0.0	0.0	2.08815e-05	0.0	0.0	0.0	0.0	0.000193828	0.0011532	6.59589e-05	4.71204e-05	1.1178e-05	5.85416e-05	0.0	6.15066e-05
PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51453e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91876e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.0004573	0.000110457	6.9494e-05	0.000795392	0.0	0.00222241	0.000228213	0.00026667	0.000117393	0.00051926	0.0	0.000408272	0.000535219	0.0	0.000273784	0.00022053	0.00202842	0.0010362	0.000571759	0.000289423	0.00018348	0.000131828	0.00151876	3.67758e-05	0.000768211	0.000571378	0.000184903	0.000827336	7.79572e-05	0.000225443	0.000289455	0.000160898	0.00247263	0.0012628	0.00121487	0.00130222	0.00119302	0.0023499	0.000886843	0.00264965	0.0012529	0.000532193	0.000473583	0.000793141	0.00115324	0.00187876	0.00133524	0.00140501	0.00114397	0.000566288	0.000151294	0.00183193	0.000558914	9.32842e-05	0.000462871	0.000833339	3.66794e-05	0.00255546	0.0	0.000551748	0.00175679	0.000850821	0.00172216	0.000261846	0.0004134	0.0	0.00135767	0.000283726	0.000215633	7.09071e-05	0.000740454	0.000175269	0.000104988	0.00032264	0.000559666	0.00069834	0.00183994	0.00041072	2.36783e-05	0.000671537	0.000263411	0.000350601	0.00137618	0.0	2.30015e-05	0.000473537	0.00133348	0.000143255	0.0	0.00124203	0.000247453	0.000863133	0.000517291	4.53731e-05	0.000579761	0.000399854	2.52615e-05	0.00102812	0.000633392	0.000887384	0.000520574	0.000216006	0.00138713	0.00211718	0.000911443	0.00290187	0.00275756	0.00195381	0.00257113	0.000396121	0.00124609	0.00211678	0.000263334	0.000826572	0.00030047	0.0	0.00164532	0.000781516	0.00116151	0.000135325	0.000136808	0.000395116	0.000861622	0.00134376	0.000183099	4.85995e-05	0.00102096	0.000540574	0.000485639	0.00326732	0.000221391	0.000724156	0.00163445	0.000638097	0.000116273	0.0	0.000347114	0.000372503	0.00123846	0.00119288	0.000372471	0.0	9.47799e-05	0.0011777	0.00118216	0.000420026	0.000587222	0.00219177	0.000387591	0.00382923	0.00178055	0.0028854	0.00208413	2.77562e-05	0.00187502	0.000212046	0.000306597	0.00305589	0.00191355	0.000195019	0.00011474	0.00154795	3.38153e-05	0.00133116	0.00227085	0.00206918	9.58919e-05	0.000662341	0.000438684	0.000242678	0.00226637	0.00111043	0.00127679	0.00078001	0.00121239	0.0	5.84075e-05	0.0	3.3807e-05	0.000200338	0.00125464	0.0002972	0.000228421	0.000102023	0.000283909	0.00166574	0.000434219	0.00208504	5.89743e-05	0.0	0.000764317	0.00182836	0.00121284
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	1.48438e-05	0.0	0.0	4.24663e-05	0.0	0.0	0.0	0.0	0.000368015	1.49849e-05	2.96906e-05	0.0	0.0	1.52735e-05	4.19909e-05	3.88344e-05	2.13301e-05	8.64975e-06	0.000148321	1.05384e-05	1.3377e-05	9.79116e-06	6.89977e-06	1.39957e-05	0.0	7.46504e-05	2.41515e-05	9.25142e-06	0.0	2.75855e-05	0.0	0.0	8.55594e-06	0.0	5.92196e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.94147e-05	8.87946e-06	0.0	0.0	5.92091e-06	4.19292e-05	4.94196e-05	0.0	0.0	0.0	1.18975e-05	0.0	0.0	0.0	0.0	0.0	8.48025e-06	0.0	6.46763e-05	1.83041e-05	5.9644e-05	7.38818e-05	0.0	0.000156645	5.6576e-06	6.83827e-06	0.0	2.42258e-05	5.21266e-05	1.02421e-05	6.65515e-05	0.0	3.37657e-05	9.74022e-06	0.000555609	0.0	0.0	0.0	0.0	0.0	0.0	7.2232e-06	6.02634e-05	0.0	1.87763e-05	0.0	1.18648e-05	0.0	0.0	0.000286446	1.35256e-05	3.31911e-05	0.0	0.000129119	0.0	0.0	0.0	0.0	1.50259e-05	9.11477e-06	7.18492e-06	0.0	0.0	4.14455e-05	1.17239e-05	0.00012969	7.11748e-05	6.11318e-06	4.18425e-05	5.2733e-05	0.000135624	0.000143442	1.8353e-05	0.0	0.0	7.77455e-05	4.99858e-05	0.0	1.12414e-05	4.27211e-05	9.4273e-05	0.0	0.0	0.0	2.64597e-05	5.99031e-06	1.25506e-05	0.0	0.0	0.0	0.0	8.56667e-06	0.0	9.32316e-06	0.0	0.0	0.000156819	1.13555e-05	1.60276e-05	3.20121e-05	1.11072e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.68657e-05	0.000326523	0.0	1.74602e-05	0.0	0.0	2.06979e-05	0.0	5.1119e-05	0.0	4.7945e-05	5.0608e-05	0.0	0.0	5.43248e-05	1.3755e-05	1.00199e-05	0.000142273	7.7197e-05	5.91646e-05	3.86241e-05	7.86332e-05	9.79933e-06	0.000199172	0.000215305	9.78004e-06	9.78649e-05	1.13309e-05	0.0	6.5834e-05	0.0	0.000210288	0.000138159	0.0	0.0	0.0	7.38841e-05	3.77651e-05	4.12536e-05	5.61549e-05	0.000166178
PWY-7385: 1,3-propanediol biosynthesis (engineered)	0.000146211	0.000105952	0.000283296	0.000157431	7.38841e-05	0.0	0.00020717	1.35008e-05	0.000912291	0.00017336	9.98415e-05	0.000187158	6.58896e-05	0.000393891	0.000622822	0.000138774	0.000223462	2.26011e-05	0.00055936	2.22718e-05	6.99377e-05	0.00035229	2.16233e-05	0.000287581	0.0	0.000340977	0.000102126	5.38901e-05	0.0	6.47905e-05	2.47959e-05	0.000163745	0.000177155	7.90749e-05	8.17893e-05	0.0	0.0	0.0	0.0	0.000168264	0.0	0.0	0.0	6.25818e-06	9.94315e-05	0.000144794	8.76886e-05	0.0	4.8739e-05	0.000149862	0.000242072	1.95935e-05	9.94083e-05	0.0	0.000271585	0.000101318	5.12698e-05	0.0	3.38574e-05	0.0	0.000295524	5.5426e-05	0.000199188	0.000303302	0.000333159	0.000394341	0.000288265	0.000602821	8.99211e-05	0.000177695	5.84732e-06	0.000331093	0.000429899	0.000195496	7.95942e-05	0.0	0.000121423	0.000178506	0.00219047	0.0	0.0	0.000102353	4.54763e-05	2.01737e-05	0.0	0.000236918	7.74273e-05	0.000279023	0.000976407	5.64731e-05	0.000269704	0.0	4.5226e-05	0.00124787	0.000636985	2.65647e-05	0.000216034	0.000865301	4.57016e-05	0.000319393	3.93234e-06	0.0	0.000304872	0.000132755	0.000106126	1.00252e-05	0.0	0.000193928	1.29274e-05	0.00044663	0.000236675	0.000141155	0.000143808	9.66248e-05	0.000540148	0.000728918	0.000196157	0.0	0.0	0.000452475	0.000892241	3.00793e-05	0.000532702	0.000115239	0.000504454	0.0	0.00054671	1.55436e-05	6.30026e-05	2.42268e-05	0.000111206	9.0761e-05	0.000198499	3.58547e-05	8.03238e-05	0.0	0.0	5.48928e-05	0.0	2.69317e-05	0.000172669	9.73071e-05	0.000197927	2.97594e-05	0.000225756	0.0	0.0	1.52004e-05	0.000378559	7.72618e-05	0.0	0.0	0.000273437	0.00129068	8.53031e-05	0.000506862	5.915e-06	0.0	0.000144741	0.0	0.000220348	6.70677e-05	0.000570451	5.48863e-05	0.0	3.26313e-05	0.00044295	0.000581055	0.000465352	0.00110766	0.000155635	0.000289622	0.000135431	0.000552423	6.30156e-05	0.000436571	0.000744366	0.000148474	0.00171262	0.000295136	0.0	6.95619e-05	1.43995e-05	0.00074843	0.00107997	3.4621e-05	8.06497e-05	0.000290497	0.00188187	8.74769e-05	0.000283809	0.000334779	0.000136187
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.0	0.0	7.58603e-05	3.13489e-05	0.0	0.0	0.0	7.63895e-05	7.96623e-05	0.0	6.38737e-05	0.000130134	1.97896e-05	0.0001006	1.56366e-05	0.000155238	0.0	2.54224e-05	0.000158609	0.0	0.0	0.000269508	0.0	0.000122032	0.0	1.82658e-05	5.45375e-05	0.0	6.60879e-06	0.000126238	0.0	0.0	2.95012e-05	0.0	0.0	0.0	0.0	0.0	2.65841e-05	4.90317e-05	0.0	0.0	0.0	5.71444e-05	9.9545e-05	0.0	0.0	0.0	0.0	7.73419e-05	7.56536e-05	0.0	8.82441e-05	0.0	0.0	0.0	2.67333e-05	0.0	0.0	0.0	0.000130583	0.0	7.97011e-05	0.000131419	0.000219727	0.000118222	0.000205337	3.67556e-05	0.0	7.65338e-06	6.94021e-05	0.0	0.000333796	0.000141407	0.00198881	0.0	0.0	0.0	0.000191889	0.000142176	0.0	0.0	3.43139e-05	0.0	0.0	0.00011626	1.33715e-05	0.0	0.0	0.0	0.0	0.0	0.000158745	2.4795e-05	0.0	6.679e-05	0.0	0.000661739	0.0	0.000135445	0.0	0.0	0.0	7.40026e-05	3.33171e-05	0.0	0.0	8.06975e-05	0.0	0.00134884	9.39304e-05	5.55586e-05	3.91664e-05	2.89851e-05	0.000301646	7.19772e-05	0.0	0.000683497	0.0	0.000249329	0.000226	0.0	0.000508397	0.000191819	0.000218248	0.0001959	0.0	0.0	0.0	2.41967e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00120834	0.0	0.0	1.29084e-05	2.03592e-05	0.0	0.0002328	0.0	0.0	0.0	0.0	0.0	0.0	0.00111424	0.0	0.00027087	0.0	0.000112144	7.11703e-06	0.0	0.000122407	0.0	1.11987e-05	5.98184e-05	1.11319e-05	0.0	0.0	0.0	0.000267041	0.000645843	0.000130605	0.000367949	0.0	0.000596058	0.000112222	2.4744e-05	0.000228524	0.000128936	0.000882552	2.32838e-05	0.0	3.49939e-05	0.0	0.000333771	0.000299416	2.55989e-05	0.0	0.0	0.000314151	8.12945e-06	0.00043126	0.00019214	0.0
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	2.28317e-05	0.0	0.0	6.65562e-05	0.0	0.0	0.0	0.0	0.000138759	2.38425e-05	0.0	0.0	0.0	0.0	6.22665e-05	5.65591e-05	3.43737e-05	1.36081e-05	0.000207396	1.67438e-05	2.07903e-05	1.52048e-05	1.09452e-05	1.83729e-05	0.0	0.000112149	3.62841e-05	1.49292e-05	0.0	4.16087e-05	0.0	0.0	1.37911e-05	0.0	9.47644e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.22184e-05	1.41001e-05	0.0	0.0	9.59046e-06	6.51214e-05	6.66916e-05	0.0	0.0	0.0	1.89919e-05	0.0	0.0	0.0	0.0	0.0	1.37083e-05	0.0	0.000101385	2.80855e-05	8.89046e-05	0.0	0.0	0.000189247	8.69297e-06	1.04805e-05	0.0	3.61998e-05	6.46455e-05	1.63195e-05	0.000100665	0.0	5.18923e-05	1.54943e-05	3.0242e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.16268e-05	9.15388e-05	0.0	0.0	0.0	1.53781e-05	0.0	0.0	5.57524e-05	2.04581e-05	5.12754e-05	0.0	0.000194547	0.0	0.0	0.0	0.0	2.41638e-05	1.4501e-05	1.09999e-05	0.0	0.0	6.63702e-05	1.89414e-05	0.000174948	0.000111673	9.78244e-06	6.18516e-05	8.24054e-05	0.000171895	0.0	2.96171e-05	0.0	0.0	9.29581e-05	6.61264e-05	0.0	1.81046e-05	6.61857e-05	0.000115898	0.0	0.0	0.0	4.11024e-05	9.33227e-06	1.94079e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.4278e-05	0.0	0.0	0.000201744	0.0	2.2603e-05	5.11506e-05	1.77142e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6857e-05	3.46727e-05	0.0	2.69842e-05	0.0	0.0	3.2693e-05	0.0	6.49758e-05	0.0	3.39883e-05	8.03292e-05	0.0	0.0	6.51942e-05	2.16121e-05	1.59414e-05	0.000169198	0.000121116	9.03771e-05	6.15995e-05	0.000120205	1.57476e-05	0.0	7.02501e-05	0.0	3.84152e-05	1.77841e-05	0.0	9.39704e-05	0.0	0.000108343	0.00017215	0.0	0.0	0.0	5.73677e-05	0.0	6.38273e-05	8.70155e-05	0.000248738
PWY-7391: isoprene biosynthesis II (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1386e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01141e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5386e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000198461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11167e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10901e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00983e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7392: taxadiene biosynthesis (engineered)	0.00423615	0.00226123	0.00394993	0.000250629	0.00465065	0.000799541	0.000493359	0.00295891	0.00316615	0.00120261	0.00326042	0.00402896	0.00368704	0.00272962	0.00375292	0.0045116	0.00244792	0.00407829	0.00331366	0.00278782	0.00479471	0.00362392	0.00138439	0.00154709	0.00372881	0.00335951	0.00392187	0.000369005	0.00185632	0.000250234	0.000374432	0.00241049	0.00105297	0.000325273	0.000203421	0.00246103	0.000661781	0.00169932	0.00257686	0.000644568	0.0029936	0.0033619	0.000672099	0.00200893	0.00306583	0.00207895	0.00131033	0.00482313	0.00132224	0.00161808	0.00287362	0.00184936	0.00146749	0.00209873	0.00464666	0.00485422	0.00154357	0.00111327	0.00248278	0.000496856	0.00258305	0.000100083	0.000803852	0.00390904	0.0013288	0.00165744	0.00126569	0.000166557	0.00418489	0.00518417	0.00298075	0.0037198	0.00228069	0.00428235	0.000156064	0.00473273	0.00220985	0.00174273	0.00263477	0.00187505	0.00237488	0.00174025	0.00199019	0.00193654	0.0029085	0.000618153	0.000743654	0.00217102	0.00270322	0.000783184	0.00241756	0.00132976	0.000902081	0.000321337	0.000944894	0.00532031	0.00172818	0.000980878	0.00350791	0.000724816	0.00186035	0.00306993	0.0030677	0.00135078	0.00560817	0.00129295	0.00383172	0.00114548	0.00129965	0.000514573	0.0024812	0.00137347	0.00360956	0.0030757	0.00274831	0.00405933	0.00193263	0.00308325	0.00167239	0.00341368	0.0030339	0.00208822	0.00185145	0.0031475	0.00293745	0.00159113	0.0019351	0.0048105	0.00262327	0.0033766	0.00516603	0.00509313	0.00102082	0.00168216	0.00175028	7.47805e-05	0.00374247	0.000914881	0.00133396	0.00119728	0.00285257	0.00409307	0.00445121	0.0035174	0.00211319	0.000350837	0.0032379	0.00477211	0.00280908	0.00193008	0.0017607	0.000554053	0.00114391	0.00293355	0.000468177	0.000736338	0.00336536	0.000867976	0.0017536	0.00276366	0.00235781	0.00338023	0.00218826	0.000581431	0.00289862	0.00407828	0.00298052	0.0022414	0.00356137	0.00353437	0.00107449	0.000987226	0.00471062	0.00225001	0.000568854	0.000573377	0.00246791	0.00416659	0.00212742	0.00241807	0.00193945	0.00515033	0.00284182	0.00369569	0.00247258	0.0024708	0.000939296	0.000523809	0.00314881	0.00130738	0.0014141	0.000979154	0.0027278
